ID,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Project Code_0,Project Code_2,PQ #_0,PO / SO #_0,PO / SO #_1,ASN/DN #_0,ASN/DN #_1,PQ First Sent to Client Date_str,PO Sent to Vendor Date_str,Freight Cost (USD)_str,abacavir,amodiaquine,artemether,artesunate,atazanavir,chloroquine,darunavir,didanosine,efavirenz,emtricitabine,etravirine,indinavir,lamivudine,lopinavir,lumefantrine,mefloquine,nelfinavir,nevirapine,primaquine,pyrimethamine,quinine,raltegravir,ritonavir,saquinavir,stavudine,sulfadoxine,tenofovir,zidovudine,Unit Price,Insurance Ratio,POCycle,IsDelay
85662,28,2,1,7,1,2,1,59,15,10,60,820,11,1,79.0,,34,1,0,2,34895,1,1705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.002157598499061914,,0
85663,28,2,1,7,1,2,1,59,15,10,30,4882,11,1,420.0,,34,1,0,2,34912,1,1713,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.0021561482567541345,,0
85664,28,2,1,7,1,2,1,59,15,10,30,751,11,1,65.0,,34,1,0,2,34919,1,1712,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.0021569680971180727,,0
85665,28,2,1,7,1,2,1,59,15,12,60,24615,11,1,2888.0,,34,1,0,2,35062,1,1721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021559828850935426,,0
85666,28,2,1,7,1,2,1,59,15,12,60,140000,11,1,16424.0,,34,1,0,2,35066,1,1726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021559969442322383,,0
85667,28,2,1,7,1,2,1,59,15,12,30,31000,66,1,2501.0,,34,1,0,2,35071,1,1730,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.39,0.0021559917638984214,,0
85668,28,2,1,7,1,2,1,59,15,10,60,19701,40,1,1150.0,,34,1,0,2,34893,1,1703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.002156042357047382,,0
85669,39,2,1,7,0,2,1,59,15,12,30,1300,66,1,105.0,2393.54,14,1,0,2,36240,1,1770,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.39,0.002155810147299509,,0
85670,28,2,1,7,1,2,1,59,15,10,30,7500,11,1,662.0,9736.1,34,1,0,2,34914,1,1778,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.0021560701754385968,,0
85671,28,2,1,7,1,2,1,59,15,12,60,20579,40,1,1773.0,9736.1,34,1,0,2,35051,1,1821,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.002156019313921338,,0
85672,42,2,1,7,4,2,1,59,15,10,30,5900,11,0,12791.0,3833.17,13,1,0,2,35400,1,1829,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.0021559322033898307,,0
85673,16,2,1,7,0,2,1,59,15,10,30,6576,85,0,3318.0,23890.83,6,1,0,2,34650,1,1833,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.0021558458189268794,,0
85674,16,2,1,7,0,2,5,59,15,7,240,256,11,0,1765.0,18473.1,6,1,0,2,34640,1,1842,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0021570542279411766,,1
85675,16,2,1,7,0,2,5,59,15,0,90,168,11,0,1765.0,18473.1,6,1,0,2,34640,1,1842,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.0021578147221813547,,1
85676,39,2,1,7,0,2,1,59,15,12,30,6000,66,1,493.0,7879.03,14,1,0,2,36050,1,1846,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.39,0.002156028368794326,,0
85677,28,2,1,7,1,2,1,59,15,12,60,34826,11,1,4099.0,,34,1,0,2,36570,1,1862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021559946658166046,,0
85678,9,2,1,7,0,2,5,59,15,7,240,448,11,0,698.0,5121.68,4,1,0,2,36350,1,1878,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0021566439075630254,,0
85679,9,2,1,7,0,2,5,59,15,1,60,2788,11,1,588.0,5121.68,4,1,0,2,35563,1,1888,1,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.0021560142546397003,,0
85680,37,2,1,7,0,2,1,59,15,10,60,20124,24,1,2262.0,10536.12,9,1,0,2,36041,1,1890,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0021560464315383814,,0
85681,28,2,1,7,0,2,1,59,15,10,60,1000,85,1,69.0,,34,1,0,2,36466,1,1897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.0021575091575091574,,0
85682,28,2,1,7,0,2,1,59,15,10,30,44295,85,1,3045.0,,34,1,0,2,36440,1,1898,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.00215599954848177,,0
85683,28,2,1,7,0,2,1,59,15,12,30,75159,66,1,6773.0,,34,1,0,2,35081,1,1906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.33,0.002156002607804787,,0
85684,28,2,1,7,0,2,1,59,15,0,60,2250,11,1,763.0,,34,1,0,2,36480,1,1908,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.02,0.0021552511415525114,,0
85685,28,2,1,7,0,2,1,59,15,10,60,6000,11,1,285.0,,34,1,0,2,36491,1,1910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.002155737704918033,,0
85686,28,2,1,7,0,2,5,59,15,0,90,500,11,1,60.0,,34,1,0,2,36521,1,1922,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.00215653964984552,,0
85687,28,2,1,7,0,2,1,59,15,14,90,213,85,0,,,34,1,0,2,36530,1,1924,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.23,0.002155153141068634,,0
85688,28,2,1,7,0,2,1,59,15,12,30,55797,66,1,4665.0,,34,1,0,2,36410,1,1928,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.39,0.002156007014790317,,0
85689,28,2,1,7,0,2,1,59,15,12,30,35000,66,1,3869.0,,34,1,0,2,36421,1,1931,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.66,0.0021559954102122777,,0
85690,28,2,1,7,0,2,1,59,15,12,30,1000,66,1,91.0,,34,1,0,2,36423,1,1933,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.66,0.002156124497991968,,0
85691,28,2,1,7,0,2,1,59,15,12,60,33000,66,1,2654.0,,34,1,0,2,36540,1,1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.0021560121765601217,,0
85692,28,2,1,7,0,2,1,59,15,12,60,2000,66,1,161.0,,34,1,0,2,36544,1,1940,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.0021558219178082192,,0
85693,39,2,1,7,0,2,1,59,15,12,60,3000,11,0,1642.0,15347.04,14,1,0,2,36070,1,1949,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.15,0.0021560121765601217,,0
85694,28,2,1,7,1,2,1,59,15,12,60,55070,11,1,7253.0,6147.18,34,1,0,2,36437,1,1956,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021559985071665393,,1
85695,16,2,1,7,0,2,5,59,15,7,240,3584,24,0,7225.0,69748.5,6,1,0,2,36760,1,1964,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0021555213730569947,,1
85696,28,2,1,7,0,2,1,59,15,12,60,10000,11,1,1250.0,6147.18,34,1,0,2,36433,1,1884,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021559714795008913,,0
85697,28,2,1,7,1,2,1,59,15,12,60,80000,11,1,10519.0,6147.18,34,1,0,2,36930,1,1974,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021560049019607843,,0
85698,28,2,1,7,1,2,1,59,15,12,60,15000,11,1,1972.0,6147.18,34,1,0,2,36933,1,1977,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021559714795008913,,0
85699,28,2,1,7,1,2,1,59,15,10,60,2300,11,1,336.0,6147.18,34,1,0,2,36450,1,1980,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.0021559293346027717,,0
85700,9,2,1,7,0,2,1,59,15,12,30,1500,66,0,6991.0,12648.36,4,1,0,2,36311,1,1982,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.002155851851851852,,0
85702,39,2,1,7,0,2,1,59,15,12,60,2999,40,0,7187.0,16285.97,2,1,0,2,37260,1,1998,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.14,0.002155884320114502,,0
85703,9,2,1,7,0,2,1,59,15,12,60,40752,40,1,3506.0,8815.65,4,1,0,2,36900,1,2001,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.14,0.002155987895402687,,0
85704,41,2,1,7,0,2,1,59,15,12,60,112227,40,0,15140.0,16249.55,10,1,0,2,36844,1,2003,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.14,0.0021559999243388125,,0
85705,11,2,1,7,0,2,1,59,15,10,60,1800,11,1,74.0,530.36,16,1,0,2,36680,1,2006,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.002155460181211254,,0
85706,9,2,1,7,0,2,5,59,15,7,240,116,11,0,6587.0,8953.2,4,1,0,2,36880,1,2011,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0021551724137931034,,0
85707,9,2,1,7,4,2,1,59,15,12,60,2376,66,1,189.0,8953.21,4,1,0,2,37142,1,2013,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.05,0.0021557033752155706,,0
85708,26,2,1,7,4,2,1,59,15,12,60,48551,66,1,15664.0,11884.42,11,1,0,2,36020,1,2014,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.002155992241614759,,1
85709,42,2,1,7,4,2,1,59,15,10,30,5900,11,0,18105.0,16594.87,13,1,0,2,35380,1,2019,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.002156135280793564,,1
85710,16,2,1,7,0,2,1,59,15,0,60,14448,85,0,6234.0,31214.27,6,1,0,2,36780,1,2021,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.02,0.0021559341203081926,,1
85711,28,2,1,7,0,2,1,59,15,12,30,33162,66,0,16417.0,20264.93,34,1,0,2,37500,1,2025,1,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.66,0.002156006572578233,,1
85712,39,2,1,7,4,2,1,59,15,12,60,30000,11,1,4050.0,15759.47,2,1,0,2,37270,1,2028,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021560011883541294,,0
85713,41,2,1,7,4,2,1,59,15,12,60,69247,24,0,18057.0,16868.38,10,1,0,2,36842,1,2032,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.09,0.0021559995511835936,,1
85714,37,2,1,7,4,2,1,59,15,10,60,110000,11,1,12543.0,1979.75,9,1,0,2,37180,1,2040,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.002155990133897111,,1
85715,9,2,1,7,4,2,5,59,15,7,240,412,11,0,7889.0,6406.53,4,1,0,2,37150,1,2035,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0021559109080525416,,0
85716,9,2,1,7,4,2,1,59,15,10,60,5070,66,0,11468.0,7816.45,4,1,0,2,37120,1,2033,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.002155971217306358,,1
85717,9,2,1,7,4,2,5,59,15,0,30,1764,11,0,11468.0,7816.45,4,1,0,2,37120,1,2033,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.0021562196307094265,,1
85718,9,2,1,7,4,2,1,59,15,10,30,69384,66,0,11468.0,7816.45,4,1,0,2,37120,1,2033,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0021560146482471794,,1
85719,42,2,1,7,4,2,1,59,15,12,60,5900,24,0,12810.0,15919.75,13,1,0,2,35370,1,2041,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.05,0.00215625,,0
85720,28,2,1,7,1,2,1,59,15,10,60,350,11,1,40.0,20264.93,34,1,0,2,37210,1,2046,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.002159468438538206,,0
85721,39,2,1,7,0,2,1,59,15,12,60,115745,66,1,15500.0,83195.98,2,1,0,2,37510,1,2048,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021560010869674864,,0
85722,11,2,1,7,0,2,1,59,15,10,60,500,11,0,342.0,1419.84,16,1,0,2,37620,1,2050,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.12,0.0021553398058252425,,0
85723,41,2,1,7,4,2,1,59,15,12,60,75000,11,0,15358.0,16606.55,10,1,0,2,37320,1,2054,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.14,0.002156007797270955,,0
85724,9,2,1,7,0,2,1,59,15,0,60,1013,11,0,3093.0,11235.05,4,1,0,2,37740,1,2064,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.02,0.002153818540787939,,1
85725,9,2,1,7,0,2,5,59,15,8,240,4200,11,0,3093.0,11235.05,4,1,0,2,37740,1,2064,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.002156288156288156,,1
85726,10,2,1,7,0,2,1,59,15,0,60,1207,11,0,1787.0,18046.12,39,1,0,2,38020,1,2065,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.02,0.001651082968398627,,0
85727,10,2,1,7,0,2,1,59,15,10,30,2615,66,0,1787.0,18046.12,39,1,0,2,38020,1,2065,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.23,0.001649853536740927,,0
85728,41,2,1,7,4,2,1,59,15,10,60,10000,40,0,20364.0,31373.1,10,1,0,2,37340,1,2072,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.002156015037593985,,1
85729,16,2,1,7,0,2,1,59,15,12,30,400,66,0,7755.0,74839.9,6,1,0,2,37760,1,2073,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.39,0.0021553191489361704,,1
85730,16,2,1,7,0,2,5,59,15,7,240,8000,11,0,7755.0,74839.9,6,1,0,2,37760,1,2073,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.002156081081081081,,1
85731,28,2,1,7,1,2,1,59,15,12,30,43638,66,0,70109.0,43548.0,34,1,0,2,38320,1,2090,1,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.66,0.0021559955390561747,,0
85732,28,2,1,7,1,2,1,59,15,12,60,100000,66,0,70109.0,43548.0,34,1,0,2,38320,1,2090,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0021559982174688057,,0
85733,9,2,1,7,0,2,1,59,15,12,60,33998,66,1,7275.0,8758.36,4,1,0,2,37130,1,2095,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.05,0.0021559733068946666,,0
85734,9,2,1,7,0,2,1,59,15,12,60,63000,66,0,7275.0,8758.36,4,1,0,2,37130,1,2095,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.05,0.002156020131629888,,0
85735,28,2,1,7,1,2,1,59,15,10,30,3000,11,1,2252.0,43548.0,34,1,0,2,38390,1,2101,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.22,0.0021557584982242516,,0
85736,37,2,1,7,0,2,5,59,15,1,60,625,11,0,617.0,1647.0,9,1,0,2,36610,1,2102,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.002155440414507772,,0
85737,37,2,1,7,4,2,1,59,15,10,60,36576,11,1,4145.0,1647.0,9,1,0,2,37910,1,2103,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.0021559653638256455,,0
85738,9,2,1,7,0,2,1,59,15,12,30,4800,66,1,532.0,7441.57,4,1,0,2,38500,1,2110,1,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.66,0.0016500376506024097,,1
85739,16,2,1,7,0,2,1,59,15,12,30,1040,66,0,830.0,6555.75,6,1,0,2,38120,1,2113,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.29,0.002156375370661085,,0
85740,41,2,1,7,4,2,1,59,15,10,30,307216,66,0,43128.0,34543.36,10,1,0,2,37350,1,2117,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.002156003581507136,,0
85741,41,2,1,7,4,2,1,59,15,10,30,11729,11,0,43128.0,34543.36,10,1,0,2,37350,1,2117,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.0021559414303893797,,0
85742,42,2,1,7,4,2,1,59,15,10,30,6392,66,0,14340.0,16222.85,13,1,0,2,37830,1,2127,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.002155992802062486,,0
85743,42,2,1,7,4,2,1,59,15,12,60,4669,24,0,14340.0,16222.85,13,1,0,2,37830,1,2127,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.05,0.002155841721996145,,0
85744,42,2,1,7,4,2,1,59,15,10,30,6392,66,0,2102.0,7765.17,13,1,0,2,38830,1,2128,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.002155992802062486,,0
85745,42,2,1,7,4,2,1,59,15,12,30,10114,66,0,2102.0,7765.17,13,1,0,2,38830,1,2128,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.29,0.002156033463415028,,0
85746,11,2,1,7,0,2,1,59,0,10,120,2680,7,1,549.0,3600.65,16,1,0,2,38430,1,2131,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.3,0.0016500049531105534,,1
85747,39,2,1,7,0,2,1,59,15,10,60,10000,11,1,1108.0,10648.62,14,1,0,2,38880,1,2133,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.12,0.0016499306518723993,,1
85748,9,2,1,7,0,2,5,59,15,7,240,5000,11,1,1841.0,9447.08,4,1,0,2,38770,1,2147,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.002156190476190476,,1
85749,9,2,1,7,0,2,1,59,15,10,60,3564,66,0,12232.0,60010.73,4,1,0,2,38540,1,2153,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.001650012671518048,,1
85750,9,2,1,7,0,2,1,59,15,12,30,5220,66,0,882.0,4516.67,4,1,0,2,38570,1,2161,1,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.66,0.0016499907676683747,,0
85751,9,2,1,7,0,2,1,59,15,12,30,300,66,0,1264.0,3380.35,4,1,0,2,37730,1,2158,1,1,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.66,0.001649933065595716,,1
85752,28,2,1,7,1,2,1,59,15,10,60,129557,11,1,14710.0,12601.07,34,1,0,2,39210,1,2171,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.001649999029792206,,0
85753,28,2,1,7,1,2,1,59,15,10,30,156,66,1,9.0,12601.07,34,1,0,2,39220,1,2172,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.22,0.0016489091831557584,,0
85754,28,2,1,7,1,2,1,59,15,12,60,154667,11,1,20339.0,12601.06,34,1,0,2,38490,1,2162,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.19,0.0016499999014615806,,1
85755,42,2,1,7,4,2,5,59,15,2,60,55000,66,1,5357.0,3403.99,39,1,0,2,39290,1,2180,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.07,0.0021559786096256683,,1
85756,26,2,1,7,4,2,1,59,15,12,60,45000,11,1,4171.0,3936.85,11,1,0,2,38650,1,2184,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.14,0.001650006497725796,,1
85757,28,2,1,7,1,2,1,59,15,12,60,137900,11,1,12766.0,12601.07,34,1,0,2,39200,1,2170,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.14,0.001650000790129353,,0
85758,41,2,1,7,4,2,1,59,15,10,60,84,40,1,6.0,3402.23,10,1,0,2,39130,1,2194,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.0021343198634035288,,1
85759,41,2,1,7,4,2,1,59,15,10,30,170858,40,0,14935.0,15919.88,10,1,0,2,38600,1,2196,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.002155998947935979,,1
85760,26,2,1,7,4,2,1,59,15,10,60,2268,11,1,109.0,1148.65,11,1,0,2,39530,1,2206,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0016501275442620223,,1
85761,39,2,1,7,0,2,5,59,15,8,240,20000,11,1,7464.0,4605.44,14,1,0,2,39660,1,2222,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.0016499999999999998,,0
85762,28,2,1,7,1,2,1,59,15,10,60,22623,11,1,2809.0,13398.06,34,1,0,2,39380,1,2210,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.0016499444471153972,,1
